Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng cửa chính,Tình trạng nội thất,Loại hình văn phòng,Đơn giá (tr/m2),Giấy tờ pháp lý,Diện tích
23330581,131070276,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,Phường Trung Mỹ Tây,,Đường Nguyễn Ảnh Thủ,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.867226,106.61543,"10.8672255,106.615432",osm:W1269082095,"3,75 tỷ",,,0,False,2026-03-08 15:41:23,3750000000 ₫,Mua bán,,,Mặt bằng kinh doanh,73.52941 tr/m²,Đã có sổ,51 m²
2382880,131070312,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,Đường Lồ Ô,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.898177,106.795166,"10.8981768,106.7951638",osm:W291052402,14 tỷ,,,0,False,2026-03-08 15:43:10,14000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,36.363636 tr/m²,,385 m²
10169469,131073438,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Đường D1,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.903513,106.742676,"10.9035133,106.7426789",osm:W291447143,"19,999 tỷ",,,0,False,2026-03-08 18:53:47,19999999999 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,200 tr/m²,Đã có sổ,100 m²
10169469,131073500,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Đường Đặng Văn Mây,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.919207,106.7634,"10.9192068,106.7634008",osm:W1144911541,"9,999 tỷ",,,0,False,2026-03-08 18:58:29,9999999999 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,86.206894 tr/m²,Đã có sổ,116 m²
4238312,131074423,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,,Đường số 1,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.784133,106.60587,"10.7841331,106.6058695",osm:W505230861,"3,5 tỷ",,,0,False,2026-03-08 20:22:57,3500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,62.5 tr/m²,,56 m²
28967138,131074865,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,Phường Phú Thạnh,267,Đường Tô Hiệu,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.772714,106.627655,"10.7727133,106.6276567",,300 triệu,,,0,False,2026-03-09 10:23:02,300000000 ₫,Mua bán,,,Mặt bằng kinh doanh,10 tr/m²,,30 m²
18731556,131075017,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Đất Đỏ,Xã Đất Đỏ,,Đường Tạ Văn Sáu,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.484062,107.27169,"10.4840624,107.2716881",osm:W1216678662,"1,8 tỷ",,,0,False,2026-03-21 19:41:34,1800000000 ₫,Mua bán,Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,24.691359 tr/m²,Đã có sổ,72.9 m²
11557658,131075165,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,66/14,2 Bà Trung Noi Dài ,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.890683,106.78464,"10.8906827,106.7846345",,295 triệu,,,0,False,2026-03-08 21:25:33,295000000 ₫,Mua bán,Đông,Nội thất đầy đủ,Mặt bằng kinh doanh,1.7352941 tr/m²,Giấy tờ khác,170 m²
439150,131076862,70155032,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Thuận Giao,"Văn phòng, Mặt bằng kinh doanh",2 giờ trước,0,False,10.96241,106.71378,"10.96241,106.71378",,"13,7 tỷ",,,0,False,2026-03-30 06:54:58,13700000000 ₫,Mua bán,,,Mặt bằng kinh doanh,45.666668 tr/m²,,300 m²
9496167,131080044,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Hiệp Phước,Xã Hiệp Phước,,Đường số 7 khu công nghiệp hiệp Phước ,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.600989,106.75885,"10.6009892,106.7588494",,9 tỷ,,,0,False,2026-03-09 09:53:57,9000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,8.823529 tr/m²,Đã có sổ,1020 m²
2126735,131080485,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 2,Phường Cầu Kiệu,,Hoa Lan,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.797344,106.68735,"10.7973443,106.687347",,55 tỷ,,,0,False,2026-03-09 10:08:48,55000000000 ₫,Mua bán,Đông Bắc,,Mặt bằng kinh doanh,381.94446 tr/m²,,144 m²
31054572,131081034,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường 1,Phường Vũng Tàu,21,Đường Vi Ba,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.354425,107.0719,"10.3544251,107.0718962",osm:W35923559,125 tỷ,,,0,False,2026-03-09 10:27:49,125000000000 ₫,Mua bán,Đông Bắc,Nội thất cao cấp,Shophouse,122.417015 tr/m²,Đã có sổ,1021.0999 m²
29662866,131081565,,Bình Dương,TP Hồ Chí Minh,Thị xã Tân Uyên,Phường Uyên Hưng,Phường Tân Uyên,,ĐƯỜNG TỐ HỮU,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,11.08416,106.788345,"11.0841596,106.7883416",,8 tỷ,,,0,False,2026-03-11 14:17:04,8000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,16 tr/m²,Đã có sổ,500 m²
11297389,131083033,972004339,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phú Xuân,Xã Nhà Bè,15B,Nguyễn Lương Bằng,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.67615,106.74499,"10.67615,106.74499",,"2,9 tỷ",,,0,False,2026-03-09 11:34:04,2900000000 ₫,Mua bán,,,Shophouse,55.76923 tr/m²,Đã có sổ,52 m²
1702866,131085134,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 11,Phường Bảy Hiền,289,Đường Võ Thành Trang,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.792519,106.65275,"10.7925186,106.6527486",osm:W1179967425,95 triệu,,,0,False,2026-03-09 13:09:17,95000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.3571428 tr/m²,,70 m²
4919326,131090815,1838715527,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Phường Cát Lái,,Võ Chí Công,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.75763,106.76317,"10.75763,106.76317",,"5,8 tỷ",,,0,False,2026-03-10 16:03:03,5800000000 ₫,Mua bán,Đông Nam,Bàn giao thô,Shophouse,82.85714 tr/m²,Đang chờ sổ,70 m²
31059258,131091671,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,Phường Tân Tạo,120,Đường Lộ Tẻ,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.75433,106.590866,"10.7543294,106.5908669",osm:W962580579,100 triệu,,,0,False,2026-03-09 17:53:06,100000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.6666666 tr/m²,,60 m²
1171541,131091955,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Tây (Quận 2 cũ),Phường Bình Trưng,,Đường Nguyễn Duy Trinh,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.787614,106.76518,"10.7876136,106.7651843",osm:W822091006,105 tỷ,,,0,False,2026-03-10 16:26:04,105000000000 ₫,Mua bán,Tây Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,210 tr/m²,Đã có sổ,500 m²
9850392,131096691,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Xuân,Xã Hóc Môn,,Đường Lê Thị Hà,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.876375,106.59904,"10.8763752,106.5990396",osm:W233084705,24 tỷ,,,0,False,2026-03-10 04:59:45,24000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,90.56604 tr/m²,Đã có sổ,265 m²
25280823,131097823,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Đường Số 6,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.753641,106.60528,"10.7536411,106.6052782",osm:W509355562,40 tỷ,,,0,False,2026-03-10 08:09:43,40000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,12.5 tr/m²,,3200 m²
21012615,131098650,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Chiểu (Quận Thủ Đức cũ),Phường Thủ Đức,,Đường Võ Văn Ngân,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.851083,106.757866,"10.8510824,106.7578625",osm:W1107051511,40 tỷ,,,0,False,2026-03-10 21:02:49,40000000000 ₫,Mua bán,Bắc,,Mặt bằng kinh doanh,142.85715 tr/m²,Đã có sổ,280 m²
10080908,131098818,908768685,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,Số 1177,Huỳnh Tấn Phát,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.72272,106.73572,"10.72272,106.73572",,"1,58 tỷ",,,0,False,2026-03-10 08:57:52,1580000000 ₫,Mua bán,Đông Nam,Hoàn thiện cơ bản,Officetel,49.375 tr/m²,Đang chờ sổ,32 m²
10080908,131099934,143843690,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 14,Phường Phú Định,Số 277,Bến Bình Đông,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.74213,106.64879,"10.74213,106.64879",,2 tỷ,,,0,False,2026-03-10 09:37:14,2000000000 ₫,Mua bán,Đông Bắc,Hoàn thiện cơ bản,Officetel,47.61905 tr/m²,Giấy tờ khác,42 m²
14651681,131100387,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,Phường Phú Thọ Hòa,59,Đường Phạm Văn Xảo,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.788218,106.62389,"10.7882178,106.6238907",osm:W608857297,100 triệu,,,0,False,2026-03-12 14:42:04,100000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.4925373 tr/m²,,67 m²
3742833,131103065,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Phường Xuân Hòa,49c,Đường Tú Xương,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.783449,106.69366,"10.7834495,106.6936593",,250 tỷ,,,0,False,2026-03-17 11:27:10,250000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,683.0601 tr/m²,,366 m²
30633321,131103585,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Chiểu (Quận Thủ Đức cũ),Phường Thủ Đức,,Đường Chương Dương,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.852377,106.763275,"10.8523767,106.763273",,16 tỷ,,,0,False,2026-03-10 11:43:31,16000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,117.64706 tr/m²,Đã có sổ,136 m²
21691604,131104496,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo A,Phường Tân Tạo,1441 ,Đường Tỉnh lộ 10,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.756773,106.588165,"10.7567733,106.5881646",osm:W828402482,17 tỷ,,,0,False,2026-03-10 12:21:05,17000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,97.14286 tr/m²,,175 m²
25734211,131104577,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 7,Phường Bình Đông,,Đường Phạm Thế Hiển,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.710696,106.62515,"10.7106958,106.6251531",osm:W32583960,"2,9 tỷ",,,0,False,2026-03-10 12:24:53,2900000000 ₫,Mua bán,,Hoàn thiện cơ bản,Shophouse,39.18919 tr/m²,Đã có sổ,74 m²
28178130,131104698,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Nguyễn Xí,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.823091,106.7033,"10.8230905,106.7033033",osm:W1136893608,199 triệu,,,0,False,2026-03-11 13:31:01,199000000 ₫,Mua bán,Đông Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,1.99 tr/m²,Đã có sổ,100 m²
15936422,131106442,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Bến Nghé,Phường Sài Gòn,,Đường Nguyễn Du,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.77913,106.7001,"10.7791303,106.7001011",osm:W1278461433,220 triệu,,,0,False,2026-03-10 13:48:05,220000000 ₫,Mua bán,,,Mặt bằng kinh doanh,3.6666667 tr/m²,,60 m²
2126735,131109148,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 2,Phường Cầu Kiệu,,Đường Phan Xích Long,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.798116,106.68858,"10.7981157,106.688582",osm:W120276786,"18,5 tỷ",,,0,False,2026-03-13 08:39:28,18500000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,500 tr/m²,Đã có sổ,37 m²
26453138,131114718,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,"12 Tô Ngọc Vân, KP5, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,False,10.8834305,106.670395,"10.8834303,106.6703963",,320 triệu,,,0,False,2026-03-25 19:00:03,320000000 ₫,Mua bán,,,Mặt bằng kinh doanh,6.4 tr/m²,,50 m²
31066670,131119044,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 4,Phường Tân Sơn Nhất,134,Đường Lê Bình,"Văn phòng, Mặt bằng kinh doanh",36 phút trước,0,True,10.793307,106.65908,"10.7933069,106.6590827",osm:W1225035789,100 triệu,,,0,False,2026-03-30 08:47:51,100000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,2.2222223 tr/m²,,45 m²
25793956,131119341,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,Phường Bến Thành,,Đường Ðỗ Quang Ðẩu,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.766877,106.69094,"10.766877,106.6909379",osm:W35114429,88 tỷ,,,0,False,2026-03-13 14:51:02,88000000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,660.66113 tr/m²,Đã có sổ,133.1999 m²
25793956,131119491,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 15,Phường Tân Sơn,,Đường Phan Huy ích,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.823378,106.62968,"10.8233776,106.6296801",osm:W199161639,41 tỷ,,,0,False,2026-03-13 14:31:02,41000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,197.59036 tr/m²,Đã có sổ,207.5 m²
13094574,131120423,1569596078,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Hòa,Phường Phú Lợi,,Happy One Central,"Văn phòng, Mặt bằng kinh doanh",3 ngày trước,0,False,10.972611,106.685135,"10.9726115,106.685136",,"6,5 tỷ",,,0,False,2026-03-27 08:40:14,6500000000 ₫,Mua bán,,Bàn giao thô,Shophouse,34.391533 tr/m²,Đã có sổ,189 m²
17619122,131120709,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường An Phú Đông,Phường An Phú Đông,,HÀ HUY GIÁP,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.859661,106.70577,"10.8596614,106.7057733",,"16,9 tỷ",,,0,False,2026-03-11 09:21:38,16900000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,135.2 tr/m²,Đã có sổ,125 m²
16845649,131120741,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Đông Hiệp,Phường Tân Đông Hiệp,,D1 Khu Dân Cư đông An ,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.917414,106.76861,"10.9174137,106.76861",,"17,5 tỷ",,,0,False,2026-03-11 09:22:46,17500000000 ₫,Mua bán,Tây,Bàn giao thô,Mặt bằng kinh doanh,58.333332 tr/m²,Đã có sổ,300 m²
12434428,131121376,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,Phường Phú Thạnh,,Đường Tô Hiệu,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.76578,106.627,"10.7657803,106.6269967",osm:W456799179,38 tỷ,,,0,False,2026-03-13 14:41:34,38000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,79.166664 tr/m²,Đã có sổ,480 m²
10611637,131121837,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường 4,Phường Bàn Cờ,351,Đường Nguyễn Đình Chiểu,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.774106,106.68595,"10.7741061,106.6859522",osm:W723852733,900 triệu,,,0,False,2026-03-12 16:00:01,900000000 ₫,Mua bán,Bắc,Nội thất cao cấp,Văn phòng,8.181818 tr/m²,Giấy tờ khác,110 m²
648664,131122334,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Phong,Phường Tân Hưng,,Võ Thị Đặng,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.731839,106.70283,"10.7318388,106.702825",,"16,5 tỷ",,,0,False,2026-03-12 16:52:01,16500000000 ₫,Mua bán,Đông Nam,,Mặt bằng kinh doanh,229.16667 tr/m²,Đã có sổ,72 m²
12903455,131123869,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 15,Phường An Hội Đông,814,Đường Thống Nhất,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.851631,106.66523,"10.8516308,106.6652331",osm:W1221228705,47 tỷ,,,0,False,2026-03-12 13:28:04,47000000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,125.66845 tr/m²,,374 m²
1071255,131126118,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,49B,Đường Lò Lu,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.7986355,106.82374,"10.7986358,106.8237374",,"13,99 tỷ",,,0,False,2026-03-11 12:11:14,13990000000 ₫,Mua bán,Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,139.9 tr/m²,Đã có sổ,100 m²
27050749,131126363,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,,Đường Liên khu 4-5,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.797861,106.59728,"10.7978607,106.5972843",osm:W740114294,26 tỷ,,,0,False,2026-03-11 12:21:45,26000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,60.465115 tr/m²,,430 m²
9839515,131128547,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,,Đường Mã Lò,"Văn phòng, Mặt bằng kinh doanh",19 giờ trước,0,False,10.78602,106.6085,"10.7860199,106.6085003",,"13,5 tỷ",,,0,False,2026-03-29 14:52:52,13500000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,116.37931 tr/m²,Đã có sổ,116 m²
25494649,131129713,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Đường số 3,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.896463,106.75282,"10.8964635,106.7528204",,8 tỷ,,,0,False,2026-03-11 14:45:14,8000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,40 tr/m²,,200 m²
9278475,131130567,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Hai Bà Trưng,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.905371,106.78117,"10.9053708,106.7811743",osm:W291139307,21 tỷ,,,0,False,2026-03-11 15:15:43,21000000000 ₫,Mua bán,Đông,Nội thất cao cấp,Mặt bằng kinh doanh,66.666664 tr/m²,Đã có sổ,315 m²
13430098,131134717,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Đường Số 339,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.823838,106.77511,"10.8238378,106.7751057",osm:W32581319,17 tỷ,,,0,False,2026-03-13 14:14:04,17000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,168.31683 tr/m²,Đã có sổ,101 m²
23079180,131135134,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Nhựt,Xã Tân Nhựt,,Đường Láng Le Bàu Cò,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,True,10.726459,106.53554,"10.7264586,106.5355355",osm:W615100267,"18,9 tỷ",,,0,False,2026-03-11 18:57:06,18900000000 ₫,Mua bán,,,Mặt bằng kinh doanh,15.217391 tr/m²,,1242 m²
5543471,131142277,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 15,Phường An Hội Đông,,"Phạm Văn Chiêu Phường 15, Gò Vấp ","Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.851464,106.66785,"10.8514643,106.6678466",,165 triệu,,,0,False,2026-03-12 09:23:03,165000000 ₫,Mua bán,,,Mặt bằng kinh doanh,5.892857 tr/m²,,28 m²
30480005,131142436,70155032,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Thuận Giao,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.96241,106.71378,"10.96241,106.71378",,"13,8 tỷ",,,0,False,2026-03-12 09:27:47,13800000000 ₫,Mua bán,,,Mặt bằng kinh doanh,41.81818 tr/m²,,330 m²
27428834,131143087,721813180,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Tỉnh lộ 743C,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.90704,106.76897,"10.90704,106.76897",,"12,2 tỷ",,,0,False,2026-03-12 09:50:35,12200000000 ₫,Mua bán,Tây Nam,Bàn giao thô,Shophouse,71.76471 tr/m²,Đã có sổ,170 m²
3387204,131143946,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Phường Tân Thới Hiệp,551,Đường Lê Văn Khương,"Văn phòng, Mặt bằng kinh doanh",2 ngày trước,0,True,10.894285,106.6469,"10.8942849,106.6468969",osm:W606207821,"7,1 tỷ",,,0,False,2026-03-28 08:44:41,7100000000 ₫,Mua bán,Tây Bắc,,Mặt bằng kinh doanh,85.54217 tr/m²,Đã có sổ,83 m²
8806811,131144698,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 5,Phường An Nhơn,,Đường Dương Quảng Hàm,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.8261385,106.69274,"10.8261382,106.6927431",osm:W1278390663,"13,8 tỷ",,,0,False,2026-03-13 13:14:04,13800000000 ₫,Mua bán,Tây,Bàn giao thô,Mặt bằng kinh doanh,265.3846 tr/m²,Đã có sổ,52 m²
5569774,131146016,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,79,D17,"Văn phòng, Mặt bằng kinh doanh",3 tuần trước,0,False,10.947814,106.738205,"10.9478138,106.7382072",,"5,95 tỷ",,,0,False,2026-03-12 11:24:23,5950000000 ₫,Mua bán,,,Mặt bằng kinh doanh,39.666668 tr/m²,,150 m²
9083238,131151375,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,Phường Trung Mỹ Tây,,Hà Chương,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,False,10.856544,106.614395,"10.856544,106.6143944",,350 triệu,,,0,False,2026-03-13 13:50:01,350000000 ₫,Mua bán,,,Mặt bằng kinh doanh,3.5 tr/m²,,100 m²
30536055,131152035,401480757,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,"đường thống nhất, Xã Bình Thắng, Dĩ An, Binh Duong, Vietnam","Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,False,10.895219,106.79368,"10.89521918480399,106.79367580694408",,"4,186 tỷ",,,0,False,2026-03-24 21:05:11,4186000000 ₫,Mua bán,,,Shophouse,77.51852 tr/m²,,54 m²
4741596,131156084,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 6,Phường An Nhơn,,Đường Dương Quảng Hàm,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.834637,106.68432,"10.8346371,106.6843184",osm:W1278390646,800 triệu,,,0,False,2026-03-13 16:26:04,800000000 ₫,Mua bán,,,Mặt bằng kinh doanh,3.8095238 tr/m²,,210 m²
31086280,131156694,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,465,Đường Trần Hưng Đạo,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.906562,106.769295,"10.9065616,106.7692946",osm:W613174158,"44,1 tỷ",,,0,False,2026-03-14 14:55:00,44100000000 ₫,Mua bán,Đông,Hoàn thiện cơ bản,Mặt bằng kinh doanh,130.0885 tr/m²,Đã có sổ,339 m²
