Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng đất,Diện tích,Loại hình đất,Đơn giá (tr/m2),Giấy tờ pháp lý,Đặc điểm nhà/đất
16844716,130950724,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Đường Số 4,Đất,4 tuần trước,0,True,10.877204,106.749054,"10.877204,106.7490547",osm:W32584692,"8,25 tỷ",24 m2,5 m2,,False,2026-03-03 16:16:02,8250000000 ₫,Mua bán,Đông Bắc,120 m²,Đất thổ cư,68.75 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
30986443,130950741,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Thị trấn Lai Uyên,Xã Bàu Bàng,,Đường Quốc lộ 13,Đất,4 tuần trước,0,True,11.260122,106.63697,"11.2601225,106.6369699",osm:W235010490,600 triệu,16 m2,5 m2,,False,2026-03-02 12:15:30,600000000 ₫,Mua bán,,80 m²,Đất thổ cư,7.5 tr/m²,Đã có sổ,Mặt tiền
2171975,130950786,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường An Phú Đông,Phường An Phú Đông,,An Phú Đông 25,Đất,4 tuần trước,0,False,10.859661,106.70577,"10.8596614,106.7057733",,"4,2 tỷ",14 m2,4.3 m2,,False,2026-03-02 12:18:01,4200000000 ₫,Mua bán,,64 m²,Đất thổ cư,65.625 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
10742543,130950839,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Cần Giờ,Thị trấn Cần Thạnh,Xã Cần Giờ,,Đường Duyên Hải,Đất,4 tuần trước,0,True,10.406013,106.96331,"10.4060121,106.9633102",osm:W754264566,"35,42 tỷ",38.5 m2,10 m2,,False,2026-03-02 12:20:19,35420000000 ₫,Mua bán,,385 m²,Đất thổ cư,92 tr/m²,Đã có sổ,Mặt tiền;Thổ cư 1 phần
29710157,130951187,,Bình Dương,TP Hồ Chí Minh,Huyện Phú Giáo,Xã An Linh,Xã An Long,,Đường DH507,Đất,4 tuần trước,0,False,11.328873,106.71757,"11.328873,106.7175669",,850 triệu,83 m2,12 m2,,False,2026-03-03 16:38:01,850000000 ₫,Mua bán,Đông Nam,1000 m²,Đất thổ cư,0.85 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư 1 phần
30433629,130951208,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,Xã Tân Vĩnh Lộc,2B21/3,Đường Liên Ấp 1-2,Đất,hôm qua,0,True,10.773783,106.54766,"10.7737828,106.5476645",osm:W242559606,"7,5 tỷ",20.7 m2,7 m2,,False,2026-03-28 22:25:11,7500000000 ₫,Mua bán,Đông Nam,144.3 m²,Đất thổ cư,51.97505 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
25664380,130951280,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thạnh (Quận 9 cũ),Phường Long Phước,,Đường số 8,Đất,4 tuần trước,0,True,10.818637,106.82136,"10.8186368,106.8213569",osm:W497058064,"4,3 tỷ",10.6 m2,7.5999 m2,,False,2026-03-03 13:49:02,4300000000 ₫,Mua bán,Đông Bắc,80 m²,Đất thổ cư,53.75 tr/m²,Đã có sổ,Hẻm xe hơi
4419091,130951301,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Đường Vĩnh Phú 41,Đất,4 tuần trước,0,True,10.884639,106.70268,"10.8846384,106.7026861",osm:W1197883933,"4,55 tỷ",,,,False,2026-03-02 12:45:15,4550000000 ₫,Mua bán,,175 m²,Đất thổ cư,26 tr/m²,,Hẻm xe hơi
26896805,130951388,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Phường Cát Lái,,Đường số 6,Đất,3 tuần trước,0,True,10.778854,106.759346,"10.7788542,106.7593479",osm:W172658751,"7,3 tỷ",,,0,False,2026-03-07 08:07:29,7300000000 ₫,Mua bán,,87.3 m²,Đất thổ cư,83.619705 tr/m²,Đã có sổ,
27468230,130951416,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Châu Đức,Xã Nghĩa Thành,Xã Nghĩa Thành,,QL 56,Đất,4 tuần trước,0,False,10.571806,107.18981,"10.5718057,107.1898113",,"2,5 tỷ",27 m2,29.8999 m2,0,False,2026-03-04 07:14:06,2500000000 ₫,Mua bán,Đông Nam,841.7999 m²,Đất thổ cư,2.969827 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Chưa có thổ cư
26896805,130951579,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Tây (Quận 2 cũ),Phường Bình Trưng,,Số,Đất,4 tuần trước,0,False,10.783371,106.76655,"10.7833705,106.7665461",,"11,3 tỷ",22 m2,5 m2,0,False,2026-03-04 11:18:27,11300000000 ₫,Mua bán,,110 m²,Đất thổ cư,102.72727 tr/m²,Đã có sổ,
2952664,130951692,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),Phường Linh Xuân,61,Đường số 8,Đất,2 tuần trước,0,True,10.87194,106.79056,"10.8719396,106.7905553",osm:W291365483,23 tỷ,27 m2,8.1997 m2,,False,2026-03-14 12:00:06,23000000000 ₫,Mua bán,Đông,222 m²,Đất thổ cư,103.60361 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
4213304,130951745,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Đông Hiệp,Phường Tân Đông Hiệp,,N2,Đất,4 tuần trước,0,False,10.917414,106.76861,"10.9174137,106.76861",,"3,72 tỷ",15 m2,4 m2,,False,2026-03-03 16:23:01,3720000000 ₫,Mua bán,Nam,60 m²,Đất thổ cư,62 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
3062190,130951755,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Xã An Sơn,Phường Thuận An,,Đường Hồ Văn Mên,Đất,4 tuần trước,0,False,10.929951,106.66745,"10.9299505,106.6674484",,"1,88 tỷ",,,0,False,2026-03-02 13:10:46,1880000000 ₫,Mua bán,,125.4 m²,Đất thổ cư,14.992025 tr/m²,,Hẻm xe hơi
26896805,130952012,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Đông (Quận 2 cũ),Phường Bình Trưng,,Số,Đất,4 tuần trước,0,False,10.784328,106.77238,"10.7843288,106.7723751",,"10,6 tỷ",20 m2,4.0999 m2,0,False,2026-03-02 13:23:03,10600000000 ₫,Mua bán,,76 m²,Đất thổ cư,139.47368 tr/m²,Đã có sổ,
20422750,130952146,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Tây (Quận Thủ Đức cũ),Phường Linh Xuân,,Đường số 5,Đất,4 tuần trước,0,True,10.856939,106.75284,"10.8569392,106.752839",osm:W695783103,"6,7 tỷ",,,,False,2026-03-03 16:51:04,6700000000 ₫,Mua bán,,80 m²,Đất thổ cư,83.75 tr/m²,Đang chờ sổ,Hẻm xe hơi;Mặt tiền
17286123,130952219,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Đường Vĩnh Phú 10,Đất,5 ngày trước,0,True,10.872017,106.70895,"10.8720172,106.708948",osm:W322993705,"5,25 tỷ",23 m2,6.1999 m2,0,False,2026-03-25 06:44:54,5250000000 ₫,Mua bán,,136 m²,Đất thổ cư,38.60294 tr/m²,Đã có sổ,
26896805,130952422,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Đông (Quận 2 cũ),Phường Bình Trưng,,Số,Đất,4 tuần trước,0,False,10.784328,106.77238,"10.7843288,106.7723751",,"11,9 tỷ",20 m2,5 m2,0,False,2026-03-02 13:43:09,11900000000 ₫,Mua bán,,100 m²,Đất thổ cư,119 tr/m²,Đã có sổ,
26896805,130952518,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Phường Cát Lái,,Đường Trịnh Khắc Lập,Đất,4 tuần trước,0,True,10.77866,106.75822,"10.77866,106.7582176",osm:W1297579262,"6,7 tỷ",10 m2,6.6999 m2,0,False,2026-03-02 13:47:10,6700000000 ₫,Mua bán,,67 m²,Đất thổ cư,100 tr/m²,Đã có sổ,
30401870,130952591,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Đường Thạnh Xuân 25,Đất,7 ngày trước,0,True,10.879796,106.66933,"10.8797957,106.6693296",osm:W705429621,5 tỷ,25 m2,5 m2,0,False,2026-03-23 09:22:44,5000000000 ₫,Mua bán,,125 m²,Đất thổ cư,40 tr/m²,Đã có sổ,Hẻm xe hơi;Mặt tiền
17318838,130952688,,Bình Dương,TP Hồ Chí Minh,Huyện Dầu Tiếng,Xã Minh Thạnh,Xã Minh Thạnh,,Dt749,Đất,4 tuần trước,0,False,11.422333,106.523056,"11.4223327,106.5230542",,350 triệu,45 m2,5 m2,,False,2026-03-02 13:55:10,350000000 ₫,Mua bán,,225 m²,Đất thổ cư,1.5555556 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư 1 phần
14959696,130952711,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thị xã Phú Mỹ,Xã Châu Pha,Xã Châu Pha,,"Đường Châu Pha, Tóc Tiên, Hắc Dịch",Đất,4 tuần trước,0,False,10.603132,107.122826,"10.6031324,107.1228267",,2 tỷ,80 m2,10 m2,,False,2026-03-02 13:56:14,2000000000 ₫,Mua bán,,780 m²,Đất thổ cư,2.5641026 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư 1 phần
21491491,130952819,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,Phường Đông Hưng Thuận,,Đường Song Hành Quốc Lộ 22,Đất,4 tuần trước,0,True,10.835855,106.62228,"10.8358541,106.6222778",osm:W199161626,"10,5 tỷ",,,,False,2026-03-03 13:09:03,10500000000 ₫,Mua bán,,85 m²,Đất thổ cư,123.52941 tr/m²,Đã có sổ,Mặt tiền
22769125,130952993,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Đường Đại lộ Bình Dương,Đất,3 ngày trước,0,True,10.870433,106.708755,"10.870433,106.7087567",osm:W1062935010,17 tỷ,22 m2,16 m2,,False,2026-03-27 15:10:13,17000000000 ₫,Mua bán,,352 m²,Đất thổ cư,48.295456 tr/m²,Đã có sổ,Thổ cư toàn bộ;Mặt tiền
9330385,130952995,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,60,Đường Thống Nhất,Đất,4 tuần trước,0,True,10.891223,106.80222,"10.8912234,106.8022237",osm:W1301575041,"3,88 tỷ",21 m2,4 m2,,False,2026-03-02 14:08:22,3880000000 ₫,Mua bán,Đông Bắc,84 m²,Đất thổ cư,46.190475 tr/m²,Đã có sổ,Mặt tiền
15770692,130953014,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Tây (Quận Thủ Đức cũ),Phường Linh Xuân,,Đường Kha Vạn Cân,Đất,4 tuần trước,0,True,10.861742,106.761055,"10.861742,106.7610549",osm:W1269264066,13 tỷ,23 m2,12 m2,,False,2026-03-03 13:48:01,13000000000 ₫,Mua bán,,245 m²,Đất thổ cư,53.061226 tr/m²,Đã có sổ,Thổ cư toàn bộ;Nở hậu
825823,130953185,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,mặt tiền,Vĩnh phú 38,Đất,2 tuần trước,0,False,10.877594,106.699776,"10.8775941,106.6997752",,"3,25 tỷ",8.6 m2,6 m2,,False,2026-03-17 11:03:51,3250000000 ₫,Mua bán,,51.5999 m²,Đất thổ cư,62.98462 tr/m²,Đã có sổ,Mặt tiền
1727365,130953226,,Bình Dương,TP Hồ Chí Minh,Huyện Bắc Tân Uyên,Xã Tân Bình,Phường Vĩnh Tân,,Dt741,Đất,4 tuần trước,0,False,11.176307,106.70577,"11.1763067,106.7057733",,13 tỷ,90 m2,15 m2,,False,2026-03-03 13:45:04,13000000000 ₫,Mua bán,,1378 m²,Đất thổ cư,9.433962 tr/m²,,Mặt tiền;Thổ cư 1 phần
23965732,130953249,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Phường Tân Thới Hiệp,,Nguyễn Thi Hoa,Đất,3 tuần trước,0,True,10.863831,106.63567,"10.8638301,106.635672",osm:W288733314,"5,1 tỷ",20 m2,47 m2,,False,2026-03-11 13:27:23,5100000000 ₫,Mua bán,,97 m²,Đất thổ cư,52.57732 tr/m²,,Hẻm xe hơi
17286123,130953269,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Đường Vĩnh Phú 33,Đất,6 ngày trước,0,True,10.879569,106.69745,"10.879569,106.6974497",osm:W322879730,"3,85 tỷ",19.6 m2,6.0998 m2,,False,2026-03-24 10:00:21,3850000000 ₫,Mua bán,,121.6998 m²,Đất thổ cư,31.63522 tr/m²,,Hẻm xe hơi
1090850,130953547,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Tân,Phường Bình Dương,,D12,Đất,4 tuần trước,0,False,11.045001,106.68984,"11.0450006,106.6898421",,"3,5 tỷ",30 m2,5 m2,,False,2026-03-02 14:29:19,3500000000 ₫,Mua bán,,100 m²,Đất thổ cư,35 tr/m²,Đã có sổ,Mặt tiền
22769125,130953875,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Vĩnh Phú,Phường Bình Hòa,,Đường Vĩnh Phú 33,Đất,3 ngày trước,0,True,10.878868,106.69459,"10.8788683,106.6945885",osm:W322879712,"19,5 tỷ",50 m2,16.5 m2,0,False,2026-03-27 15:30:10,19500000000 ₫,Mua bán,,750 m²,Đất thổ cư,26 tr/m²,Đã có sổ,Thổ cư 1 phần;Hẻm xe hơi
25321558,130953970,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Đường Thạnh Lộc 17,Đất,4 tuần trước,0,True,10.866536,106.682625,"10.8665359,106.6826212",osm:W328183425,"4,2 tỷ",13 m2,4 m2,,False,2026-03-02 14:43:41,4200000000 ₫,Mua bán,Đông Bắc,52 m²,Đất thổ cư,80.76923 tr/m²,Đã có sổ,Hẻm xe hơi
30148892,130954000,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Đường Võ Văn Hát,Đất,2 tuần trước,0,True,10.818332,106.80516,"10.8183317,106.8051571",osm:W497058069,16 tỷ,25 m2,9 m2,,False,2026-03-19 13:18:26,16000000000 ₫,Mua bán,,225 m²,Đất thổ cư,71.111115 tr/m²,Đã có sổ,Hẻm xe hơi;Mặt tiền;Thổ cư 1 phần
14483179,130954037,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Phước Hiệp,Xã Tân An Hội,100,Đường Ba Sa,Đất,6 ngày trước,0,True,11.010093,106.45263,"11.010093,106.4526321",osm:W32585613,"4,29 tỷ",34.2999 m2,10 m2,0,False,2026-03-24 07:30:55,4290000000 ₫,Mua bán,Tây,343 m²,Đất thổ cư,12.507289 tr/m²,,Mặt tiền;Thổ cư toàn bộ
25637840,130954178,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Lợi,Xã Bình Lợi,đất trồng cây,Đươfng Kinh Ranh,Đất,4 tuần trước,0,False,10.775635,106.50962,"10.7756348,106.5096239",,5 tỷ,,,,False,2026-03-02 14:52:07,5000000000 ₫,Mua bán,,1300 m²,Đất nông nghiệp,3.8461537 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Chưa có thổ cư
539989,130954279,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,Xã Tân Vĩnh Lộc,Mặt Tiền đường song hành Trần Văn Giàu,Đường Trần Văn Giàu,Đất,4 tuần trước,0,True,10.770657,106.55176,"10.7706567,106.5517584",osm:W1272139966,"4,95 tỷ",20 m2,8 m2,,False,2026-03-02 14:54:33,4950000000 ₫,Mua bán,,159 m²,Đất thổ cư,31.132076 tr/m²,Đã có sổ,Mặt tiền;Thổ cư 1 phần
2985412,130954296,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Đông Hiệp,Phường Tân Đông Hiệp,,Kdc ICon,Đất,4 tuần trước,0,False,10.917414,106.76861,"10.9174137,106.76861",,"3,6 tỷ",15 m2,4 m2,,True,2026-03-02 14:54:29,3600000000 ₫,Mua bán,,60 m²,Đất thổ cư,60 tr/m²,Đã có sổ,
1201542,130954350,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 6,Phường An Nhơn,,Đường Lê Đức Thọ,Đất,4 tuần trước,0,True,10.837534,106.6806,"10.8375343,106.6806047",osm:W1278390648,"12,2 tỷ",20 m2,5 m2,,False,2026-03-02 14:56:28,12200000000 ₫,Mua bán,,100 m²,Đất thổ cư,122 tr/m²,,Hẻm xe hơi
30148892,130954397,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),Phường Long Bình,,Đường Phước Thiện,Đất,4 tuần trước,0,True,10.847918,106.84302,"10.8479174,106.8430138",osm:W32577385,"7,9 tỷ",22 m2,5 m2,,False,2026-03-02 14:58:31,7900000000 ₫,Mua bán,,110 m²,Đất thổ cư,71.818184 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi
19390017,130954456,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Chiểu (Quận Thủ Đức cũ),Phường Tam Bình,,Đường Tỉnh lộ 43,Đất,3 tuần trước,0,True,10.873241,106.732346,"10.8732412,106.732344",osm:W1289050524,6 tỷ,18 m2,8 m2,,False,2026-03-06 20:27:02,6000000000 ₫,Mua bán,Bắc,144 m²,Đất thổ cư,41.666668 tr/m²,Đã có sổ,Mặt tiền
1953557,130954474,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Xã Phước Long Thọ,Xã Đất Đỏ,,Phước Long Thọ,Đất,4 tuần trước,0,False,10.505942,107.30211,"10.5059422,107.3021069",,"2,2 tỷ",130 m2,10 m2,,False,2026-03-03 16:46:01,2200000000 ₫,Mua bán,,1300 m²,Đất thổ cư,1.6923077 tr/m²,Đã có sổ,
23655279,130954605,987630212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,,Lê Đức Anh,Đất,4 tuần trước,0,False,10.803335,106.59082,"10.8033353,106.590819",,"4,8 tỷ",13.47 m2,4 m2,,False,2026-03-02 15:07:23,4800000000 ₫,Mua bán,,53.88 m²,Đất thổ cư,89.08686 tr/m²,Đã có sổ,Thổ cư toàn bộ
9330385,130954703,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Hẻm 12 Đường Số 339,Đất,4 tuần trước,0,False,10.822305,106.773384,"10.8223045,106.7733859",osm:W306214167,"5,7 tỷ",12 m2,4.5 m2,,False,2026-03-02 15:10:31,5700000000 ₫,Mua bán,Tây Nam,52.4 m²,Đất thổ cư,108.778625 tr/m²,Đang chờ sổ,Hẻm xe hơi;Thổ cư toàn bộ
9366785,130954778,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Xã Bà Điểm,,Đường Phan Văn Hớn,Đất,hôm qua,0,True,10.844714,106.59422,"10.844714,106.5942206",osm:W1258476583,"3,7 tỷ",15 m2,5 m2,,False,2026-03-28 10:37:35,3700000000 ₫,Mua bán,,75 m²,Đất thổ cư,49.333332 tr/m²,Đã có sổ,Mặt tiền
9366785,130954836,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Xuân,Xã Hóc Môn,,Đường Tân Xuân 1,Đất,3 tuần trước,0,True,10.877933,106.602165,"10.8779322,106.6021617",osm:W32577546,"4,9 tỷ",19 m2,6 m2,,False,2026-03-06 17:35:22,4900000000 ₫,Mua bán,,137 m²,Đất thổ cư,35.766422 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu
4575674,130954866,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,Đường Thống Nhất,Đất,4 tuần trước,0,True,10.891223,106.80222,"10.8912234,106.8022237",osm:W1301575041,"5,2 tỷ",19.5 m2,5.1999 m2,0,True,2026-03-03 13:16:03,5200000000 ₫,Mua bán,,101 m²,Đất thổ cư,51.48515 tr/m²,Đã có sổ,Mặt tiền
10816950,130954898,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,0908367868 ,Đường tỉnh 743C,Đất,4 ngày trước,0,True,10.910601,106.74811,"10.9106005,106.7481053",osm:W1076469173,"23,155 tỷ",,,,False,2026-03-26 11:10:43,23155000000 ₫,Mua bán,,421 m²,Đất nông nghiệp,55 tr/m²,,
11866763,130954943,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ),Phường Tam Bình,,ngô chí quốc,Đất,3 tuần trước,0,False,10.876044,106.72681,"10.8760438,106.726803",,6 tỷ,20 m2,7 m2,,False,2026-03-10 14:16:15,6000000000 ₫,Mua bán,,144 m²,Đất thổ cư,41.666668 tr/m²,Đã có sổ,Hẻm xe hơi;Mặt tiền
9330385,130954977,1082319134,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ),Phường Tam Bình,,Số 7,Đất,4 tuần trước,0,False,10.86834,106.74053,"10.86834,106.74053",,"4,55 tỷ",11.3 m2,4.5 m2,,False,2026-03-02 15:20:59,4550000000 ₫,Mua bán,Bắc,50.2999 m²,Đất thổ cư,90.457436 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
9366785,130955011,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,Xã Xuân Thới Sơn,,Đường Đồng Bà Canh,Đất,hôm qua,0,True,10.883066,106.57037,"10.883066,106.5703718",osm:W941678572,"3,1 tỷ",18 m2,5 m2,,False,2026-03-28 09:37:33,3100000000 ₫,Mua bán,,90 m²,Đất thổ cư,34.444443 tr/m²,Đã có sổ,Hẻm xe hơi
269595,130955131,1999486143,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Phước (Quận 9 cũ),Phường Long Phước,,8,Đất,9 giờ trước,0,False,10.80778,106.8642,"10.80778,106.8642",,"3,3 tỷ",12 m2,6.4 m2,0,False,2026-03-29 20:15:03,3300000000 ₫,Mua bán,Tây Bắc,78 m²,Đất thổ cư,42.307693 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
21633325,130955266,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Đường Lê Đình Cẩn,Đất,1 tuần trước,0,True,10.759058,106.592094,"10.7590578,106.5920934",osm:W612506953,"3,65 tỷ",12 m2,4.8 m2,,False,2026-03-21 20:39:21,3650000000 ₫,Mua bán,,58 m²,Đất thổ cư,62.931034 tr/m²,Đã có sổ,
9330385,130955280,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Đông (Quận Thủ Đức cũ),Phường Hiệp Bình,19,Đường số 22,Đất,4 tuần trước,0,True,10.851305,106.74472,"10.8513054,106.7447237",osm:W607606437,"5,7 tỷ",16.7 m2,6.6999 m2,,False,2026-03-02 15:34:20,5700000000 ₫,Mua bán,Bắc,113 m²,Đất thổ cư,50.44248 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư 1 phần
2011228,130955558,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Đường Thạnh Xuân 43,Đất,4 tuần trước,0,True,10.891374,106.67954,"10.8913732,106.6795421",osm:W606563250,"3,99 tỷ",10 m2,9.6 m2,,False,2026-03-03 13:02:03,3990000000 ₫,Mua bán,Tây Nam,72 m²,Đất thổ cư,55.416668 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Nở hậu;Thổ cư toàn bộ
15817666,130955702,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Đường số 6,Đất,4 tuần trước,0,True,10.799743,106.81471,"10.7997429,106.8147091",osm:W723180150,"3,49 tỷ",13.5 m2,4 m2,,False,2026-03-02 15:51:58,3490000000 ₫,Mua bán,Nam,54 m²,Đất thổ cư,64.62963 tr/m²,Đã có sổ,Hẻm xe hơi
23928516,130955769,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Thị trấn Đất Đỏ,Xã Đất Đỏ,0763868007,Đường Lê Duẩn,Đất,4 tuần trước,0,True,10.482442,107.27842,"10.4824421,107.2784203",osm:W402896440,20 tỷ,,,,False,2026-03-02 15:55:02,20000000000 ₫,Mua bán,,7500 m²,Đất nông nghiệp,2.6666667 tr/m²,,
22039757,130955792,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Thị trấn Lai Uyên,Xã Bàu Bàng,,Lai Uyên,Đất,4 tuần trước,0,False,11.260122,106.63697,"11.2601225,106.6369699",,430 triệu,70 m2,15 m2,0,False,2026-03-05 08:56:58,430000000 ₫,Mua bán,,1050 m²,Đất nông nghiệp,0.40952381 tr/m²,Đã có sổ,Mặt tiền
17022586,130955831,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Thị trấn Lai Uyên,Xã Bàu Bàng,,Đường Quốc lộ 13,Đất,4 tuần trước,0,True,11.260122,106.63697,"11.2601225,106.6369699",osm:W235010490,800 triệu,14 m2,5 m2,,False,2026-03-03 16:30:01,800000000 ₫,Mua bán,,70 m²,Đất thổ cư,11.428572 tr/m²,Đã có sổ,
